Name,AUC,Accuracy,Balanced Accuracy,TN,FP,FN,TP,MCC,Sensitivity,Specificity,F1 Score,Recall,Precision,Youden
CLTAP,0.9697489474504912,0.9367816091954023,0.9174333385311086,46,7,4,117,0.849086434008883,0.9669421487603306,0.8679245283018868,0.9551020408163265,0.9669421487603306,0.9435483870967742,0.8348666770622173
